0	8.37538
0.033	8.32111
0.066	8.28508
0.099	8.26687
0.132	8.26607
0.165	8.28225
0.198	8.31499
0.231	8.36388
0.264	8.42848
0.297	8.50839
0.33	8.60319
0.363	8.71244
0.396	8.83574
0.429	8.97266
0.462	9.12278
0.495	9.28568
0.528	9.46095
0.561	9.64815
0.594	9.84688
0.627	10.0567
0.66	10.2772
0.693	10.508
0.726	10.7486
0.759	10.9986
0.792	11.2577
0.825	11.5253
0.858	11.8011
0.891	12.0846
0.924	12.3754
0.957	12.6731
0.99	12.9774
1.023	13.2876
1.056	13.6036
1.089	13.9247
1.122	14.2506
1.155	14.5809
1.188	14.9152
1.221	15.253
1.254	15.594
1.287	15.9376
1.32	16.2835
1.353	16.6313
1.386	16.9805
1.419	17.3307
1.452	17.6815
1.485	18.0325
1.518	18.3833
1.551	18.7334
1.584	19.0824
1.617	19.4299
1.65	19.7755
1.683	20.1188
1.716	20.4593
1.749	20.7966
1.782	21.1303
1.815	21.46
1.848	21.7852
1.881	22.1056
1.914	22.4207
1.947	22.7301
1.98	23.0333
2.013	23.3301
2.046	23.6198
2.079	23.9022
2.112	24.1768
2.145	24.4431
2.178	24.7008
2.211	24.9495
2.244	25.1886
2.277	25.4179
2.31	25.6368
2.343	25.845
2.376	26.042
2.409	26.2274
2.442	26.4009
2.475	26.5619
2.508	26.71
2.541	26.8449
2.574	26.9661
2.607	27.0732
2.64	27.1658
2.673	27.2434
2.706	27.3057
2.739	27.3522
2.772	27.3824
2.805	27.3961
2.838	27.3927
2.871	27.3718
2.904	27.3331
2.937	27.276
2.97	27.2002
3.003	27.1053
3.036	26.9908
3.069	26.8563
3.102	26.7014
3.135	26.5257
3.168	26.3287
3.201	26.1101
3.234	25.8694
3.267	25.6062
3.3	25.32
3.333	25.0105
3.366	24.6772
3.399	24.3197
3.432	23.9377
3.465	23.5306
3.498	23.098
3.531	22.6396
3.564	22.1549
3.597	21.6435
3.63	21.105
3.663	20.5389
3.696	19.9448
3.729	19.3223
3.762	18.6711
3.795	17.9906
3.828	17.2805
3.861	16.5403
3.894	15.7696
3.927	14.9679
3.96	14.135
3.993	13.2703
4.026	12.3735
4.059	11.444
4.092	10.4815
4.125	9.48566
4.158	8.45592
4.191	7.3919
4.224	6.2932
4.257	5.15939
4.29	3.99004
4.323	2.78474
4.356	1.54307
4.389	0.264613
4.422	-1.05106
4.455	-2.40436
4.488	-3.79572
4.521	-5.22555
4.554	-6.69427
4.587	-8.2023
4.62	-9.75006
4.653	-11.338
4.686	-12.9665
4.719	-14.6359
4.752	-16.3468
4.785	-18.0996
4.818	-19.8946
4.851	-21.7322
4.884	-23.613
4.917	-25.5372
