150
1.41125	18.07302
0.96624	11.21642
0.25198	8.98018
1.7683	20.53275
2.54286	26.2759
1.4916	16.84293
0.10484	10.64543
1.42356	18.24701
0.95084	12.2661
4.19436	8.20892
4.38779	-1.54809
4.65192	-9.65914
3.3535	25.33602
1.95501	24.35728
2.93834	27.13442
1.22847	16.20195
0.4733	11.20624
1.60008	20.14578
1.04256	11.89848
1.42433	17.35355
3.74199	17.34397
0.99812	12.0163
1.16889	13.63778
2.23129	24.09676
4.12522	8.05765
1.45827	17.55247
0.44542	8.38181
1.80259	22.83038
2.43962	26.98116
1.04368	13.04348
3.5719	23.47484
1.63756	17.4822
1.54445	20.0241
4.01318	14.39788
3.83193	16.04622
1.11207	12.78647
2.45286	28.17506
2.70096	26.44089
2.02363	22.55091
1.69061	20.88859
1.63935	18.20822
2.28708	23.43372
4.30448	1.55974
3.28992	24.07111
3.81484	16.98449
4.26346	3.29541
2.48317	26.17396
4.03229	13.60763
1.57145	19.00662
1.52449	17.55859
3.29137	25.74987
1.0365	11.43822
2.77436	27.94195
2.78936	26.11703
2.50557	25.78196
2.00959	22.9596
1.71868	18.31273
4.83815	-20.30673
1.24653	14.23181
0.61378	8.87388
1.31745	14.58385
3.82154	15.87543
0.35817	10.05695
2.24886	23.82017
0.46336	9.0755
4.54288	-4.89592
1.48436	17.73682
3.18167	26.74285
4.78865	-19.56768
0.70862	9.98519
4.3068	5.16933
3.25897	25.91793
4.8362	-19.93053
3.03812	25.92829
4.931	-26.09622
1.01982	13.00323
1.38586	15.90315
1.24357	15.43722
2.99294	27.48571
3.28154	26.20185
2.2205	24.7498
4.28053	3.96772
3.27077	26.00186
1.50193	16.66782
2.58408	25.689
0.17559	9.59961
0.55568	10.96401
0.77971	12.71579
1.19767	13.04642
4.68775	-13.4516
3.83886	17.2001
0.53237	8.20563
4.62205	-11.47469
1.70149	19.00316
2.548	28.45438
2.6273	25.82946
0.56024	8.01714
3.93647	15.35966
1.60753	20.29058
2.39646	25.75925
0.19088	7.07397
1.06101	11.80457
0.59459	11.01117
2.62519	27.59864
4.75915	-17.98587
3.53007	22.04407
4.93159	-25.09698
2.93261	26.30046
2.38176	26.4632
1.81266	22.13865
3.23283	27.07958
4.9526	-27.46286
3.46838	23.48854
0.72536	12.06449
2.6867	28.98732
3.14327	28.13708
4.91895	-24.54537
3.9518	16.16012
3.83186	17.66262
0.87958	12.34533
3.25151	25.80045
1.53263	19.60821
0.87161	13.64277
3.73176	18.90541
1.35777	18.28013
3.55309	21.66629
1.24711	16.76254
2.67601	28.14971
0.57429	11.75854
4.54088	-5.48122
1.81723	21.57185
4.17845	9.14727
2.62676	25.41407
2.94124	28.77652
3.61177	22.7561
4.84932	-23.85817
1.71262	18.75532
3.41991	24.99342
1.5437	17.60516
2.75829	27.95498
1.04197	15.3492
0.5844	9.47307
2.83009	28.95363
4.8806	-22.77906
2.4578	25.10438
0.92203	13.06494
0.57127	10.92337
4.3991	-2.17431
3.97158	14.08861
2.06142	24.95489
