150
4.6079	-9.86204
0.05301	8.51965
4.21852	4.83027
1.73339	19.7136
4.43792	-0.706
2.34881	26.86408
4.3477	1.76906
0.16915	10.62567
1.42752	18.2396
3.93238	15.68633
0.43586	9.86048
1.75458	19.87315
0.26542	10.17934
4.2419	5.12244
3.2621	26.74741
2.79837	25.85597
3.61473	21.33851
2.57305	28.03081
2.6774	27.29187
0.96012	12.46983
0.31697	8.33876
4.34309	1.25761
0.27979	9.09607
2.28328	24.78596
0.90607	13.20847
3.03814	26.40801
2.60536	24.96242
1.83224	19.5637
2.22643	26.57501
0.85705	10.53802
0.27172	9.6873
1.52375	19.18636
2.30553	23.77783
4.867	-23.60249
2.07748	25.02383
4.36034	0.59857
4.51052	-4.59953
4.53893	-6.45166
1.62142	19.95514
0.48726	11.22472
2.43983	25.88731
3.40427	23.77736
1.81083	22.69983
2.06424	21.99251
0.21492	8.21622
4.33112	1.24076
3.57932	21.76258
1.46373	18.51871
4.64855	-13.34282
2.36827	25.20737
3.48541	22.20608
0.18878	8.34494
4.34119	1.84016
0.52043	11.54348
4.34343	1.96453
2.57113	27.902
0.72011	12.0116
3.60857	21.30321
0.58739	9.28527
4.67527	-14.45467
1.85554	21.10946
1.46812	15.7267
1.96384	22.65748
0.58333	10.30672
2.7257	27.27914
3.2654	23.7961
2.83006	26.79402
3.5779	19.95973
1.30817	14.36455
4.51256	-3.28537
3.04646	27.39797
1.95005	23.77493
1.71471	18.26344
3.69078	17.99267
4.25733	4.0196
4.57017	-7.92722
0.72258	12.58997
1.12755	13.0184
3.87482	16.74514
4.79796	-19.19345
3.80389	17.87601
4.72077	-15.75005
3.30138	26.1228
0.46456	8.42838
0.63076	10.06146
0.62008	8.35938
0.01313	8.97396
0.72217	12.59067
1.17848	15.18033
0.72213	9.48489
3.93696	14.13916
1.74928	21.20575
4.47021	-2.73451
4.28755	4.05292
1.88499	23.54055
3.91737	14.85159
3.44657	24.9248
2.63273	25.04721
2.22429	24.41128
0.15778	8.68125
0.79297	12.25143
0.79996	11.58099
2.53337	26.9008
2.64162	25.7845
1.75229	20.97327
3.46574	23.41484
0.97887	13.20372
0.97261	12.35705
4.50639	-3.46054
4.09158	10.51273
1.36723	17.74468
3.64357	21.8531
3.20585	26.70602
0.32954	8.30438
4.77136	-17.33582
2.18948	25.77895
0.66256	9.48153
1.70117	20.61556
3.01491	28.41637
2.25984	23.90306
0.87704	10.0347
3.72613	19.29374
1.84491	20.18125
0.32546	9.72433
3.40893	22.68745
2.22666	23.63643
1.44778	17.39826
2.56498	25.97487
2.59945	24.97333
2.56502	28.7347
1.88921	20.14958
3.97537	13.88506
0.24013	8.24368
3.30974	23.78769
0.70558	12.1923
1.24218	16.94853
4.87233	-23.31467
4.03911	11.90927
2.43314	25.33979
2.18868	26.08598
1.81798	22.01877
1.36412	15.73687
3.38837	22.66948
2.21616	23.63156
3.24019	23.97474
0.49502	11.04094
4.25919	4.61453
2.399	25.2021
3.32244	24.3289
4.89806	-24.3714
